Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title, CIHR_Contribution , CIHR_Equipment , External_Funding ,External_Funding_Partner,Term_Years_Months,Primary_Institute,Research_Categories,Funding_Start,Funding_End,Patents,title_keywords,companies,companies_count
"Rottapel, Robert K",University Health Network (Toronto),Ontario,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Diagnostics,202005VR2,COVID-19 Rapid Research - Diagnostics,Development of a Predictive Serologic Test for Cytopathogenic Autoantibodies in COVID-19 Patients," $215,475 ", $-   , $-   ,,1 yr 0 mth ,Infection and Immunity,"LUPUS; INJURY, REGENERATION; IMMUNOLOGY-TRANSPLANTATION; CELL BIOLOGY",6/1/2020,2021-05-31,0,"Predictive, Serologic, Autoantibodies",,
"Rottapel, Robert K",University Health Network (Toronto),Ontario,Project Grant,202403PJT,Cancer Biology & Therapeutics,Nonsense Mediated RNA Decay Shapes the Expressed Transcriptome Required for Ovarian Cancer Progression," $956,250 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,10/1/2024,2029-09-30,0,"RNA decay, transcriptome, ovarian cancer",,
"Routy, Jean-Pierre",Research Institute of the McGill University Health Centre,Quebec,Catalyst Grant: Innovation in HIV Vaccine and HIV Cure Research,201211CHR,HIV Vaccine and Cure Research,The orchid study: A pilot assessment of viral reservoir and immune compartmentalization in testicular tissue of HIV-infected subjects," $99,997 ", $-   , $-   ,,1 yr 0 mth ,Infection and Immunity,AIDS; INFECTIOUS AND PARASITIC; VIROLOGY; IMMUNOLOGY-TRANSPLANTATION,3/1/2013,2014-02-28,0,"orchid, viral reservoir, immune compartmentalization",,
"Roux, Philippe",Universit� de Montr�al,Quebec,Project Grant,202109PJT,Cancer Biology & Therapeutics 2,Targeting ENPP1-dependent immune evasion in ErbB2-positive breast cancer," $921,825 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Mechanisms of Carcinogenesis; Cancer-Cancer Drug Development and Therapeutics,4/1/2022,2027-03-31,0,"ENPP1, immune evasion, breast cancer",,
"Roux, Sophie",Universit� de Sherbrooke,Quebec,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Therapeutics,202005VR3,COVID-19 Rapid Research - Therapeutics,Characterization of Covid-19 infection in rheumatoid arthritis patients- the CoViD-in-RA project," $502,775 ", $-   , $-   ,,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"ARTHRITIS/OSTEOARTHRITIS; MUSCLE, BONE, OR JOINT",6/1/2020,2021-05-31,0,"Covid-19, rheumatoid arthritis, infection",,
"Roy, Denis-Claude",CIUSSS Est-de-l'Ile-de- Montr�al-Maisonneuve Rosemont,Quebec,Operating Grant,201503MOP,Biomedical Engineering,Elucidating mechanisms of MSC-induced tissue regeneration: path to mesenchymal stromal cell clinical trial in glaucoma," $596,450 ", $-   , $-   ,,5 yrs 0 mth ,Health Services and Policy Research,"GLAUCOMA; INJURY, REGENERATION; VISION; CELL BIOLOGY",7/1/2015,2020-06-30,0,"MSC, tissue regeneration, glaucoma",,
"Roy, Denis-Claude",CIUSSS Est-de-l'Ile-de- Montr�al-Maisonneuve Rosemont,Quebec,Project Grant,202010PJT,Cancer Progression & Therapeutics 2,Exploiting minor histocompatibility antigens for personalized cancer immunotherapy," $1,067,175 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology",4/1/2021,2026-03-31,0,"minor histocompatibility, antigens, immunotherapy",,
"Roy, Dominic",Centre hospitalier de l'Universit� de Montr�al (CHUM),Quebec,Project Grant,202309PJT,Cancer Biology & Therapeutics,Targeting itaconate production to improve oncolytic virus therapy.," $772,650 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,4/1/2024,2029-03-31,0,"itaconate, oncolytic virus, production",,
"Rudko, David A",McGill University,Quebec,Project Grant,202209PJT,Medical Physics & Imaging,"Unraveling Silent Progression in MS Using Advanced Quantitative MRI, PET Molecular Imaging and Computational Neuroanatomy"," $914,175 ", $-   , $-   ,,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",Biomedical Engineering-Biomedical Imaging; Neurosciences-Neurological disorders; Methods Development and Modelling-Quantitative Methods Development for Health Research,4/1/2023,2028-03-31,0,"MRI, PET, Neuroanatomy",,
"Russell, James A",University of British Columbia,British Columbia,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Therapeutics,202005VR3,COVID-19 Rapid Research - Therapeutics,HOST RESPONSE MEDIATORS IN CORONAVIRUS (COVID-19) INFECTION - IS THERE A PROTECTIVE EFFECT OF ARBs ON OUTCOMES OF CORONAVIRUS INFECTION? (ARBs CORONA II)," $3,456,541 ", $-   , $-   ,,1 yr 0 mth ,Circulatory and Respiratory Health,INFECTIOUS AND PARASITIC; HEALTH RESEARCH,6/1/2020,2021-05-31,0,"host response, coronavirus, ARBs",,
"Ruthazer, Edward S",McGill University,Quebec,"Catalyst Grant: Invention and High-Risk, High-Benefit Research",200903NHG,"Inventions, Technologies, or High Risk Grants",Transcellular Complementation of Split GFPs and Split Inteins for Mapping Neuronal Circuitry," $298,212 ", $-   , $-   ,,3 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",CNS ORGANIC; SCHIZOPHRENIA; CELL BIOLOGY; NERVOUS SYSTEM,10/1/2009,2012-09-30,0,"GFPs, Inteins, Neuronal Circuitry",,
"Rutka, James T",Hospital for Sick Children (Toronto),Ontario,Operating Grant,200909MOP,Cancer Biology & Therapeutics,Molecular targeting of the Rho-GTPase pathway in human astrocytomas," $797,005 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,BRAIN TUMORS (INCL. RETINAL TUMORS); BRAIN TUMORS THERAPY; CANCER; CELL BIOLOGY,4/1/2010,2015-03-31,0,"Rho-GTPase, molecular targeting, astrocytomas",,
"Rutka, James T",Hospital for Sick Children (Toronto),Ontario,Project Grant,201709PJT,Cancer Biology & Therapeutics 2,Enhancing the Delivery of Novel Chemotherapeutics to Diffuse Intrinsic Pontine Glioma," $623,476 ", $-   , $-   ,,4 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,4/1/2018,2022-03-31,0,"Chemotherapeutics, Diffuse Intrinsic Pontine Glioma, Delivery",,
"Rutka, James T",Hospital for Sick Children (Toronto),Ontario,Project Grant,202210PJT,Cancer Progression & Therapeutics,Establishment of a drug discovery and delivery platform for diffuse intrinsic pontine glioma (DIPG).," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,4/1/2023,2024-03-31,0,"drug delivery, diffuse intrinsic pontine glioma, drug discovery",,
"Sacher, Adrian G",University Health Network (Toronto),Ontario,Project Grant,201909PJT,Cancer Biology & Therapeutics,Mucosal Associated Invariant T-cells (MAIT cells) as Key Mediators of Anti-Tumor Immune Responses and the Microbiome Effect in Non-Small Cell Lung Cancer (NSCLC)," $283,051 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology; Genetics-Genomics, Transcriptomics and Proteomics",4/1/2020,2023-03-31,0,"MAIT cells, immune response, lung cancer",,
"Sachlos, Eleftherios","York University (Toronto, Ontario)",Ontario,Project Grant,202209PJT,Biomedical Engineering,Tissue Engineering of 3D bone marrow niche for hematopoietic stem cells vs acute myeloid leukemia stem cell molecular target and therapeutics discovery," $730,575 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Biomedical Engineering-Regenerative Medicine and Tissue Engineering; Cancer-Cancer Drug Development and Therapeutics,4/1/2023,2028-03-31,0,"tissue engineering, bone marrow, hematopoietic stem cells",,
"Sadar, Marianne D",University of British Columbia,British Columbia,Operating Grant,201009MOP,Cancer Progression & Therapeutics,Characterization of EPI-001 for the treatment of prostate cancer," $498,929 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,PROSTATE AND BLADDER CANCER; PROSTATE AND BLADDER CANCER THERAPY; CANCER; MOLECULAR BIOLOGY,4/1/2011,2014-03-31,0,"EPI-001, prostate cancer",,
"Sadatsafavi, Mohsen; Sutherland, Janet",University of British Columbia,British Columbia,Catalyst Grant: Personalized Health Catalyst Grants,201706PCG,Personalized Health - novel e-health applications,"Development, validation, and dissemination of an individualized prediction tool for acute exacerbations of chronic obstructive pulmonary disease"," $198,305 ", $-   , $-   ,,2 yrs 0 mth ,Population and Public Health,CHRONIC OBSTRUCTIVE LUNG DISEASE; EPIDEMIOLOGY; RESPIRATION; POPULATION HEALTH,9/1/2017,2019-08-31,0,"prediction, COPD, exacerbations",,
"Sadikot, Abbas F",McGill University,Quebec,Operating Grant,201503MOP,Medical Physics & Imaging,"Development of Novel Methods for Analyzing the Structure and Connectivity of the Human Basal Ganglia, Thalamus and Brainstem"," $645,025 ", $-   , $-   ,,5 yrs 0 mth ,Aging,PARKINSON'S DISEASE; MUSCULO SKELETAL; AGING; NERVOUS SYSTEM,7/1/2015,2020-06-30,0,"Basal Ganglia, Connectivity, Brainstem",,
"Sage, Andrew T; Keshavjee, Shaf; Poudineh, Mahla",University Health Network (Toronto),Ontario,Project Grant,202309PJT,Biomedical Engineering,'Smart Ventilation' - Novel Real-Time Biosensors and Artificial Intelligence for Optimized Mechanical Ventilation in Human Lungs," $692,325 ", $-   , $-   ,,5 yrs 0 mth ,Circulatory and Respiratory Health,"Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation; Cardiovascular, Respiratory and Circulatory Systems-Respiratory Sciences; Artificial Intelligence-Machine Learning",4/1/2024,2029-03-31,0,"Biosensors, Artificial Intelligence, Mechanical Ventilation",,
"Saibil, Samuel D",University Health Network (Toronto),Ontario,Project Grant,202203PJT,Cancer Biology & Therapeutics,Modulating T cell metabolism to enhance the efficacy of adoptive cell therapy," $516,376 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology",10/1/2022,2027-09-30,0,"T cell, metabolism, adoptive cell therapy",,
"Salcudean, Septimiu E; Kozlowski, Piotr; Pang, Emily; Rohling, Robert N",University of British Columbia,British Columbia,Project Grant,202303PJT,Medical Physics & Imaging,"Multi-modal, multi-parametric liver imaging for ultrasound-based stratification of patients with non-alcoholic fatty liver disease"," $625,770 ", $-   , $-   ,,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes","Biomedical Engineering-Biomedical Imaging; Artificial Intelligence-Machine Learning; Digestive, Endocrine and Excretory Systems-Gastroenterology and Hepatology",10/1/2023,2028-09-30,0,"liver imaging, ultrasound, fatty liver",,
"Salmena, Leonardo L",University of Toronto,Ontario,Project Grant,201803PJT,Cancer Progression & Therapeutics 2,Investigating INPP4B signalling as a target for therapy in leukaemia," $745,876 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,10/1/2018,2023-09-30,0,"INPP4B, signalling, leukaemia",,
"Salmena, Leonardo L",University of Toronto,Ontario,Project Grant,202010PJT,Cancer Progression & Therapeutics 2,Identification and characterization of microRNAs essential for the development and fitness of chemoresistant AML," $898,875 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,4/1/2021,2026-03-31,0,"microRNAs, chemoresistant AML, characterization",,
"Salmena, Leonardo L",University of Toronto,Ontario,Project Grant,202210PJT,Cancer Progression & Therapeutics 2,Investigating a novel phosphoinositide-lysosomal signalling axis for pancreatic cancer therapy," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,4/1/2023,2024-03-31,0,"phosphoinositide, lysosomal, pancreatic cancer",,
"Salmena, Leonardo L",University of Toronto,Ontario,Project Grant,202403PJT,Cancer Progression & Therapeutics,Targeting a novel phosphoinositide-lysosomal signalling axis for pancreatic cancer therapy," $1,071,000 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis; Cancer-Cancer Drug Development and Therapeutics,10/1/2024,2029-09-30,0,"phosphoinositide, lysosomal, pancreatic cancer",,
"Sanche, Leon",Universite de Sherbrooke,Quebec,Operating Grant,201209MOP,Medical Physics & Imaging,Secondary electron collision cross sections for use in radiotherapy and radioprotection/Sections efficaces de diffusion des electrons secondaires pour utilisation en radiotherapie et radioprotection.," $670,172 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,POPULATION HEALTH; CANCER THERAPY GENERAL; CANCER,4/1/2013,2018-03-31,0,"electron, radiotherapy, radioprotection",,
"Sanche, L�on",Universit� de Sherbrooke,Quebec,Operating Grant,201003MOP,Medical Physics & Imaging,Investigations of low energy electron damage to cellular constituents: application to Chemoradiation therapy.," $753,239 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; BRAIN TUMORS THERAPY; CANCER; DRUG RESEARCH,10/1/2010,2015-09-30,0,"electron, damage, chemoradiation",,
"Sanche, L�on",Universit� de Sherbrooke,Quebec,Project Grant,201809PJT,Medical Physics & Imaging,Secondary electron collision cross sections for micro- and nano-dosimetry of emerging radiation and chemo-radiation therapies.," $634,950 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation; Cancer-Cancer Drug Development and Therapeutics",4/1/2019,2024-03-31,0,"electron, dosimetry, radiation",,
"Sanderson, J. Thomas","INRS - (Qu�bec, QC)",Quebec,Operating Grant,201103MOP,Cancer Progression & Therapeutics,"Antiandrogenic and antiproliferative effects of diindolylmethane (DIM) and ring-substituted analogs (ring-DIMs) in androgen -ependent and -independent human prostate cancer cells in vitro, and in vivo using real-time imaging technology."," $345,661 ", $-   , $-   ,,3 yrs 0 mth ,Gender and Health,PROSTATE AND BLADDER CANCER; PROSTATE AND BLADDER CANCER THERAPY; HEALTH RESEARCH; CANCER,10/1/2011,2014-09-30,0,"antiandrogenic, antiproliferative, prostate cancer",,
"Santerre, Paul",University of Toronto,Ontario,Operating Grant,201009MOP,Biomedical Engineering,Monocyte directed tissue regeneration of a blood vessel substitute using a pro-cellular degradable tubular scaffold," $379,080 ", $-   , $-   ,,3 yrs 0 mth ,Circulatory and Respiratory Health,CORONARY CIRCULATION (INCL. INSUFFICIENCY); ATHEROSCLEROSIS; CARDIOVASCULAR; HEALTH RESEARCH,4/1/2011,2014-03-31,0,"monocyte, tissue regeneration, blood vessel",,
"Santerre, Paul",University of Toronto,Ontario,Operating Grant,201403MOP,Biomedical Engineering,Monocyte directed tissue regeneration of a blood vessel substitute using a pro-cellular degradable tubular scaffold," $482,574 ", $-   , $-   ,,4 yrs 0 mth ,Circulatory and Respiratory Health,CORONARY CIRCULATION (INCL. INSUFFICIENCY); ATHEROSCLEROSIS; CARDIOVASCULAR; HEALTH RESEARCH,7/1/2014,2018-06-30,0,"monocyte, tissue regeneration, blood vessel",,
"Santyr, Giles E",Western University (Ontario),Ontario,Operating Grant,201009MOP,Medical Physics & Imaging,Functional and Metabolic Magnetic Resonance Imaging of Lung Inflammation," $367,905 ", $-   , $-   ,,3 yrs 0 mth ,Circulatory and Respiratory Health,RESPIRATION; NONE OF THE ABOVE; IMAGING,4/1/2011,2014-03-31,0,"Magnetic Resonance Imaging, Lung Inflammation",,
"Santyr, Giles E",Hospital for Sick Children (Toronto),Ontario,Project Grant,202010PJT,Medical Physics & Imaging,Magnetic Resonance Imaging Toolbox for Assessment of Lung Structure and Function in the Early Years of Life," $627,635 ", $-   , $-   ,,5 yrs 0 mth ,Circulatory and Respiratory Health,"Methods Development and Modelling-Quantitative Methods Development for Health Research; Cardiovascular, Respiratory and Circulatory Systems-Respiratory System Pathologies and Clinical Interventions",4/1/2021,2026-03-31,0,"Magnetic Resonance Imaging, Lung, Structure",,
"Santyr, Giles E; Rodrigues, George",Western University (Ontario),Ontario,Operating Grant,201203MOP,Medical Physics & Imaging,Hyperpolarized Xenon-129 Magnetic Resonance Imaging of Radiation-Induced Lung Injury," $500,264 ", $-   , $-   ,,5 yrs 0 mth ,Circulatory and Respiratory Health,CANCER THERAPY GENERAL; LUNG CANCER THERAPY; IMAGING; CANCER,10/1/2012,2017-09-30,0,"Hyperpolarized, Xenon-129, MRI",,
"Saucier, Caroline",Universit� de Sherbrooke,Quebec,Operating Grant,201003MOP,Cancer Progression & Therapeutics,The role of receptor tyrosine kinases in the initiation and progression of colorectal cancer," $657,991 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,GASTRO-INTESTINAL CANCER; NEOPLASMS; CANCER; GASTROINTESTINAL (LIVER),10/1/2010,2015-09-30,0,"receptor tyrosine kinases, colorectal cancer",,
"Sauvageau, Guy",Universit� de Montr�al,Quebec,Project Grant,202109PJT,Cancer Progression & Therapeutics 2,Understanding the GR/PLZF axis in acute myeloid leukemia," $908,438 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics; Genetics-Molecular and Functional Genetics and Epigenetics,4/1/2022,2027-03-31,0,"GR, PLZF, leukemia",,
"Savas, Sevtap",Memorial University of Newfoundland,Newfoundland and Labrador,Operating Grant - PA: Regional Partnership Program - Newfoundland and Labrador,201003RNL,Cancer Progression & Therapeutics,Identification of genetic factors correlated with survival in colorectal cancer: Investigation of genetic markers from angiogenesis/lymphangiogenesis and metastasis pathways," $114,190 ", $-   , $-   ,,2 yrs 6 mths ,Cancer Research,GASTRO-INTESTINAL CANCER; NONE OF THE ABOVE; CANCER; GENETICS,3/1/2011,2012-02-29,0,"genetic factors, colorectal cancer, metastasis",,
"Schild-Poulter, Caroline",Western University (Ontario),Ontario,Operating Grant,201103MOP,Cancer Biology & Therapeutics,Characterization of RanBPM function in apoptosis and cell transformation," $335,472 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,MULTIPLE DISEASE RELEVANCE; BREAST CANCER; CANCER; MOLECULAR BIOLOGY,10/1/2011,2014-09-30,0,"RanBPM, apoptosis, cell transformation",,
"Schild-Poulter, Caroline",Western University (Ontario),Ontario,Operating Grant,201503MOP,Cancer Biology & Therapeutics,Cell signaling pathway regulation by the RanBPM/CTLH complex in cancer development," $711,895 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,MULTIPLE DISEASE RELEVANCE; NEOPLASMS; CANCER; MOLECULAR BIOLOGY,7/1/2015,2020-06-30,0,"cell signaling, RanBPM, cancer",,
