Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months
"Kolios, Michael C; Acker, Jason P",Toronto Metropolitan University,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Characterization of blood storage lesions using photoacoustic technologies,"$242,595",$0,3 yrs 0 mth 
"Kolios, Michael C; Trudeau, Maureen E; Czarnota, Gregory J",Toronto Metropolitan University,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Ultrasound Platform for A Priori Therapy Response Prediction,"$453,500",$0,3 yrs 0 mth 
"Krishnan, Sridhar",Toronto Metropolitan University,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Signal analysis of T-wave alternans for predicting sudden cardiac deaths,"$311,988",$0,3 yrs 0 mth 
"Krylov, Sergey; Yang, Burton B","York University (Toronto, Ontario)",Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Technology for Analysis of miRNA Signatures (TAmiRS): a Novel Tool for Personalized Cancer Medicine,"$451,599",$0,3 yrs 0 mth 
"Ladak, Hanif M; Agrawal, Sumit K",Western University (Ontario),Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Mastoidectomy Simulator for Surgical Training and Rehearsal,"$186,200",$0,3 yrs 0 mth 
"Lai, Yongjun","Queen's University (Kingston, Ontario)",Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,"""Laser-adjustable"" sutures for glaucoma trabeculectomy surgery","$138,215",$0,3 yrs 0 mth 
"Lane, Pierre; Lam, Stephen","Simon Fraser University (Burnaby, B.C.)",Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Endoscopic optical coherence tomography and autofluorescence imaging for early cancer detection,"$314,005",$0,3 yrs 0 mth 
"Langlois, Robert; Whyte, Hilary E; Chan, Adrian D; Green, James; Redpath, Stephanie",Carleton University (Ottawa),Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Reducing vibrations to improve infant patient safety during transportation,"$174,703","$86,730",3 yrs 0 mth 
"Laussen, Peter C; Assadi, Azadeh; Goldenberg, Anna",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Utilizing high resolution physiological data and artificial intelligence to develop a pediatric cardiac arrest prediction tool for integration into bedside clinical practice,"$596,830","$28,120",3 yrs 0 mth 
"Law, Edith; Lim, Andrew S",University of Waterloo (Ontario),Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,A framework for hybrid machine and human computation for the accurate and scalable analysis of human clinical EEG recordings,"$218,374",$0,3 yrs 0 mth 
"Leask, Andrew C; Pope, Janet E",Western University (Ontario),Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,CCN3: a novel antifibrotic treatment?,"$274,797",$0,3 yrs 0 mth 
"Leblond, Frederic; Petrecca, Kevin; Wilson, Brian C",Polytechnique Montréal,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Development and clinical translation of a Raman spectroscopy imaging technique to increase the extent of tumor resection in glioma surgery,"$264,929",$0,3 yrs 0 mth 
"Leblond, Frederic; Boudoux, Caroline; Collins, Donald L; Lesage, Frédéric; Petrecca, Kevin; Wilson, Brian C",Polytechnique Montréal,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Optical guidance for safe and effective brain tumor biopsy,"$211,407",$0,3 yrs 0 mth 
"Lee, Warren L; Karshafian, Chris; Kolios, Michael C",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a lung ultrasound therapy system for acute respiratory distress syndrome,"$362,865",$0,3 yrs 0 mth 
"Lee, Wonsook",University of Ottawa,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Detection and simulation of femoroacetabular impingement,"$253,650",$0,3 yrs 0 mth 
"Lerouge, Sophie; Ajji, Abdellah; De Crescenzo, Gregory; Merhi, Yahye; Soulez, Gilles; Wertheimer, Michael R",École de technologie supérieure (Montréal),Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Innovative vascular implants based on electrospinning and bioactive coatings,"$305,350",$0,3 yrs 0 mth 
"Lerouge, Sophie; Antoniou, John; Mwale, Fackson; Wagnac, Eric",École de technologie supérieure (Montréal),Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Injectable bioactive hydrogel for the regeneration of intervertebral disc,"$298,387",$0,3 yrs 0 mth 
"Lesage, Frédéric; Nguyen, Dang K",Polytechnique Montréal,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,EEG-fNIRS monitoring for critically ill patients,"$189,250",$0,3 yrs 0 mth 
"Lesage, Frédéric; Sylvestre, Jean-Philippe; Soucy, Jean-Paul",Polytechnique Montréal,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Improving the identification of retinal biomarkers of Alzheimer disease in vivo,"$237,423","$22,613",3 yrs 0 mth 
"Lesage, Frédéric; Comeau, Roch M; Nguyen, Dang K; Sawan, Mohamad",Polytechnique Montréal,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Integrated time-domain micro-optode to facilitate long-term clinical fNIRS,"$249,000",$0,3 yrs 0 mth 
"Lesk, Mark R",Université de Montréal,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Pulsatile displacement of the lamina cribrosa in the pathogenesis of glaucoma: development of a novel device and preliminary clinical testing,"$222,158",$0,3 yrs 0 mth 
"Levi, Ofer",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Simultaneous optical imaging of oxygenation and blood flow for chronic monitoring of stroke and seizure activity,"$270,000",$0,3 yrs 0 mth 
"Li, Liang",University of Alberta,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Discovery of biomarkers of alzheimer's disease using comprehensive and quantitative metabolomics,"$396,500",$0,3 yrs 0 mth 
"Lin, Francis; Rigatto, Claudio",University of Manitoba,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Developing Novel Integrated Point-of-Care Systems for Chronic Kidney Disease Biomarkers Measurements,"$265,170",$0,3 yrs 0 mth 
"Li, Ren-Ke; Sharifpoor, Soror; Sun, Yu",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Rescue Electrical Conduction of Heart Scar Tissue to Diminish Cardiac Arrhythmia,"$271,119",$0,3 yrs 0 mth 
"Liu, Song",University of Manitoba,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,"""Interpenetrating network of a well-defined PEG hydrogel and two biocides as advanced solutions for burn wound care""","$192,009",$0,3 yrs 0 mth 
"Li, Yingfu",McMaster University,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Toward a rational and novel therapy for clostridium difficile infection,"$372,000",$0,3 yrs 0 mth 
"Li, Yingfu; Salena, Bruno J",McMaster University,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Paper-based diagnostic device for colorectal cancer detection,"$402,900",$0,3 yrs 0 mth 
"Lubell, William D; Chemtob, Sylvain",Université de Montréal,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Treatment of Preterm Birth with ProstaglandinF2alpha Receptor Modulators,"$429,975",$0,3 yrs 0 mth 
"Lubell, William D; Chemtob, Sylvain",Université de Montréal,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Targeting the interleukin-1 receptor for treating ischemic eye diseases,"$375,507",$0,3 yrs 0 mth 
"Lubell, William D; Chemtob, Sylvain",Université de Montréal,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Treatment of Age Related Macular Degeneration with CD36 Receptor Modulators,"$541,155",$0,3 yrs 0 mth 
"Lubell, William D; Chipperton, Paul; Chemtob, Sylvain",Université de Montréal,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Azacyclopeptide Modulators of Immuno-metabolism to Treat Age-Related Macular Degeneration,"$403,623","$48,053",3 yrs 0 mth 
"Macaulay, Calum E",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Co-Registered Autofluorescence and OCT Imaging of the Airways,"$197,637",$0,3 yrs 0 mth 
"Macaulay, Calum E; Poh, Catherine",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Real-Time In Vivo Oral Pathology for Clinical Decision Making,"$289,499",$0,3 yrs 0 mth 
"Ma, Hongshen",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Microfluidic enrichment of circulating tumor cells,"$253,983",$0,3 yrs 0 mth 
"Ma, Hongshen; Sheffield, William P; Scott, Mark D",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Deformability based Cell Sorting Enabling Quality Control of Stored Red Blood Cells,"$312,155",$0,3 yrs 0 mth 
"Ma, Hongshen; Wyatt, Alexander W",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Development of Technologies for Rapid Isolation and Genome Sequencing of Single Circulating Tumor Cells in Prostate Cancer,"$489,780",$0,3 yrs 0 mth 
"Mahony, James B; Selvaganapathy, Ponnambalam R",McMaster University,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Universal point-of-care test device for the rapid diagnosis of infectious diseases,"$247,495",$0,3 yrs 0 mth 
"Mandelis, Andreas; Foster, F. Stuart",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Hybrid (Co-registered) Intravascular Imaging Technology of Coronary Atherosclerosis using Wavelength-Modulated Differential Photoacoustic Radar and Ultrasonic Tomography,"$404,580",$0,3 yrs 0 mth 
"Mandelis, Andreas; Tabatabaei, Nima",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a high-resolution photothermal coherence tomography clinical device for detection and 3-D mapping of early dental caries,"$358,647",$0,3 yrs 0 mth 
"Marcotte, Isabelle",Université du Québec à Montréal,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Improved membrane permeation assays for drug bioavailability assessment,"$184,000",$0,3 yrs 0 mth 
"Marjoribanks, Robin S; Akens, Margarete K; Betz, Vaughn; Lilge, Lothar",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Orthopaedic surgical platform which uses burst-mode ultrafast laser pulses delivered by high-power fiber-optic catheter for less-invasive surgery with ultrafine control,"$378,611",$0,3 yrs 0 mth 
"Martel, Sylvain; Soulez, Gilles",Polytechnique Montréal,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Endovascular navigation of magnetic drug eluting beads for liver cancer therapy: Feasibility and optimization,"$252,318",$0,3 yrs 0 mth 
"Martin, Randall V",Dalhousie University (Nova Scotia),Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Developing technologies to assess long-term exposures of the Canadian population to air pollution: research leading to knowledge-transfer to reduce health effects,"$221,420",$0,3 yrs 0 mth 
"Matheson, Flora I; Wendaferew, Aklilu; Sadeghian, Alireza",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,"Self-management in the age of complexity: An eHealth tool to support people experiencing problem gambling, poverty & homelessness","$450,000",$0,3 yrs 0 mth 
